temperature	PAHs	oxygen	Corynebacterium	Acinetobacter	Klebsiella	Alcaligenes	rhamnolipids	nitrogen	biodegradation_rate	magnesium	potassium	calcium	co2
26.333887753674652	131.9358532923494	1.3911934921195726	32	19	23	46	8.64272764201112	2.6055804642062173	0.31126536906491703	24.611439280977827	20.588457190570093	1.6933960629174687	2.4901229525193362
47.42716523527718	95.20674936185463	5.887630232475836	41	12	18	36	8.866862876624914	3.7349049091924056	0.31563467137803997	19.66344137253982	2.8470515527293774	0.3150060555579492	2.5250773710243197
42.82343881989896	137.3762688588274	3.325470405832643	40	8	27	23	7.504209048211212	1.5676443337166361	0.31319887041243166	32.94944836559176	9.321230931423141	0.5809645627583935	2.5055909632994533
39.51304059113899	123.57181594429277	2.8609827601874125	40	20	17	30	11.607393779564077	4.733036987279585	0.31349352100306166	43.04027962353432	4.573987501839421	0.22416153166447725	2.5079481680244933
42.0183874329867	91.74790792842964	6.04489886486061	36	20	27	35	0.08327503860959773	8.433994450265146	0.31371914614178953	22.9303626848093	13.091564685079964	1.1636592816666056	2.5097531691343162
29.117277961030602	118.7756383037596	5.9859020272492085	43	19	23	40	23.32162574725654	8.983062950636532	0.3123034671707665	20.521705499288878	20.226678797069304	1.9956117972532903	2.498427737366132
33.57204273980782	129.56700536265083	6.690459104339686	41	15	23	41	13.336571109873992	5.130878381976315	0.3122138029270946	46.9239035403304	11.628681094808568	0.5062955209853339	2.497710423416757
31.517385461618055	85.01587731129621	6.8398310190242775	47	22	24	28	8.76100107698678	10.153087759012546	0.3122272815873906	12.64172052738952	9.69533239160535	1.5734143734719996	2.497818252699125
35.19194314411408	121.6159317986823	5.106526195993876	44	17	20	36	19.95864232913679	1.2388963596571951	0.3128191476992658	12.000515510960433	11.479504319066828	1.9548334083404864	2.502553181594126
46.101763297093115	101.92828177614894	6.225448646969358	42	24	25	42	21.65456691138541	4.142119513659054	0.3171212504350732	38.42899013512598	23.45212520497905	1.2335544140835566	2.5369700034805858
28.89920733270895	81.02508052467965	4.910583079569059	46	18	29	32	20.082339412923815	3.5818561198799883	0.31213032170781224	24.31607935646613	10.533266483595725	0.8869247649274709	2.497042573662498
30.59510436971009	115.69207776770273	5.803565717113136	35	21	29	30	8.81909105581288	12.98110413108972	0.31189588178235755	31.060245641013672	8.428430366321384	0.5588127323025355	2.4951670542588604
33.74571680008067	70.90652928708275	5.852078069368455	39	13	22	29	17.849950987488455	5.640625552386439	0.31243741549098886	21.085471216687473	20.045155713918362	1.9250369607918802	2.499499323927911
37.08283436367942	127.31695171414236	6.781415474995668	43	20	29	42	7.618832929755331	8.556518728381189	0.3129176701893059	16.62665329814743	9.220393156385711	1.1391821296280855	2.503341361514447
47.74961113826052	122.72582520120443	7.887807055248247	36	14	25	52	5.372663718369803	4.909003731822429	0.31513573848976734	52.200385148088884	1.779730056319675	0.07776686131956578	2.5210859079181387
31.816897631313232	133.29380468918484	7.606714230781989	35	16	27	38	17.457410434702233	5.160553861272035	0.31208888417075537	25.894511579189242	17.335342935865132	1.3582293593054695	2.496711073366043
48.33584880190661	114.66815711282652	1.9993301854738577	44	17	31	33	8.827489418508874	2.9576535549891507	0.3170354903615599	19.529484500957334	12.538039111976149	1.3096135856887856	2.5362839228924794
24.28346114393953	105.26387062131113	6.0475925147638865	37	20	30	33	16.03026526470336	4.256817761955585	0.31151974962166823	23.39511994474754	17.729410761745036	1.5370223195441757	2.492157996973346
42.476660748338006	68.94368500858022	3.31121544487105	36	24	23	42	14.639990933556092	6.159184497901249	0.3149070059602221	40.246002110496995	14.98469261369744	0.7570785576102683	2.5192560476817767
35.50563806049104	159.35825894397783	4.762991222188263	40	26	31	36	19.53981491930859	5.167626842272748	0.31313957821434335	41.89053292422129	9.496855841375144	0.46534885860759573	2.505116625714747
38.75621898755498	142.6698332224357	7.072364918332877	53	16	22	33	4.496355028697185	3.422887267673797	0.3132181552079747	31.71239918647423	17.784129959234747	1.1373551306030827	2.5057452416637975
28.187324047042893	81.80212189487602	0.7424498003123681	51	15	29	55	14.99692029852772	2.007191923724055	0.31181980968151274	49.28038026267353	10.083270926715121	0.4193665256492291	2.494558477452102
31.164504659823475	61.964283568178914	2.8615511172769685	60	22	28	35	12.32381416349042	2.0042626820496965	0.31246472764821187	37.97887064561594	7.395323129211165	0.4026092929697843	2.499717821185695
31.97831696184348	153.73397106418338	5.9632050819053575	44	24	32	43	13.649844137420121	5.883313006033049	0.312319675992263	30.329137367172724	9.035437327625623	0.612311337128624	2.498557407938104
30.574282253467892	143.86180494792362	3.57825438786013	34	24	34	31	11.396246156788045	-3.157146786079677	0.3117601001996513	22.374134623103867	18.077319464456274	1.6382595146747	2.4940808015972102
40.43317200740507	12.556666918577335	7.319856642015012	48	19	24	33	13.36765782501106	2.125367663027985	0.31606209828511805	22.54699073103491	14.355908007642235	1.2955971093328977	2.5284967862809444
42.843120547668306	36.65501892000867	5.268581728101816	40	23	27	50	7.7809087855488865	4.8367757861797775	0.3154079799608872	33.654807971495536	15.009236245741498	0.9068086948328777	2.5232638396870977
39.32659916402411	144.85679110839538	3.5314101168179217	29	13	15	29	18.779719390779157	1.8786441779688916	0.3127430350155564	36.62777428976528	16.93959291916115	0.9386097436973863	2.501944280124451
36.177191795393334	82.60783273001454	5.1393071250702524	39	15	23	39	14.871186116878896	8.777457015755363	0.31278832418470986	31.317601895379067	20.236903020194745	1.30833153117114	2.502306593477679
19.34946684854313	146.96276043491926	2.8684323608220192	36	19	28	33	13.291199082676865	1.1981995911802903	0.31108542310443926	15.586243417475977	0.014526967071391894	0.03394364632786277	2.488683384835514
43.11434783881113	135.94086693650016	2.5608675882359115	55	18	35	28	12.1676116739992	0.8350928341427046	0.315361184073487	27.787155157063594	2.5803404781564385	0.2037157429149026	2.522889472587896
